地区	正式指标	正式数值
重庆市	普通高校生师比(教师人数=1)	17.6
四川省	普通高校生师比(教师人数=1)	18.33
贵州省	普通高校生师比(教师人数=1)	18.15
云南省	普通高校生师比(教师人数=1)	18.19
西藏	普通高校生师比(教师人数=1)	15.69
陕西省	普通高校生师比(教师人数=1)	18.07
甘肃省	普通高校生师比(教师人数=1)	18.38
青海省	普通高校生师比(教师人数=1)	15.13
宁夏	普通高校生师比(教师人数=1)	17.3
新疆	普通高校生师比(教师人数=1)	17.35
北京市	人均地区生产总值	93213
天津市	人均地区生产总值	99607
河北省	人均地区生产总值	38716
山西省	人均地区生产总值	34813
内蒙古	人均地区生产总值	67498
辽宁省	人均地区生产总值	61686
吉林省	人均地区生产总值	47191
黑龙江	人均地区生产总值	37509
上海市	人均地区生产总值	90092
江苏省	人均地区生产总值	74607
浙江省	人均地区生产总值	68462
安徽省	人均地区生产总值	31684
福建省	人均地区生产总值	57856
江西省	人均地区生产总值	31771
山东省	人均地区生产总值	56323
河南省	人均地区生产总值	34174
湖北省	人均地区生产总值	42613
湖南省	人均地区生产总值	36763
广东省	人均地区生产总值	58540
广西	人均地区生产总值	30588
海南省	人均地区生产总值	35317
重庆市	人均地区生产总值	42795
四川省	人均地区生产总值	32454
贵州省	人均地区生产总值	22922
云南省	人均地区生产总值	25083
西藏	人均地区生产总值	26068
陕西省	人均地区生产总值	42692
甘肃省	人均地区生产总值	24296
青海省	人均地区生产总值	36510
宁夏	人均地区生产总值	39420
新疆	人均地区生产总值	37181
北京市	人均地区生产总值指数（上年=100）	105.2
天津市	人均地区生产总值指数（上年=100）	107.9
河北省	人均地区生产总值指数（上年=100）	107.5
山西省	人均地区生产总值指数（上年=100）	108.4
内蒙古	人均地区生产总值指数（上年=100）	108.7
辽宁省	人均地区生产总值指数（上年=100）	108.6
吉林省	人均地区生产总值指数（上年=100）	108.2
黑龙江	人均地区生产总值指数（上年=100）	107.9
上海市	人均地区生产总值指数（上年=100）	106.1
江苏省	人均地区生产总值指数（上年=100）	109.3
浙江省	人均地区生产总值指数（上年=100）	107.8
安徽省	人均地区生产总值指数（上年=100）	109.8
福建省	人均地区生产总值指数（上年=100）	110.2
江西省	人均地区生产总值指数（上年=100）	109.7
山东省	人均地区生产总值指数（上年=100）	109
河南省	人均地区生产总值指数（上年=100）	108.9
湖北省	人均地区生产总值指数（上年=100）	109.7
湖南省	人均地区生产总值指数（上年=100）	109.3
广东省	人均地区生产总值指数（上年=100）	107.8
广西	人均地区生产总值指数（上年=100）	109.3
海南省	人均地区生产总值指数（上年=100）	108.7
重庆市	人均地区生产总值指数（上年=100）	111.3
四川省	人均地区生产总值指数（上年=100）	109.6
贵州省	人均地区生产总值指数（上年=100）	111.9
云南省	人均地区生产总值指数（上年=100）	111.4
西藏	人均地区生产总值指数（上年=100）	110.5
陕西省	人均地区生产总值指数（上年=100）	110.6
甘肃省	人均地区生产总值指数（上年=100）	110.4
青海省	人均地区生产总值指数（上年=100）	109.9
宁夏	人均地区生产总值指数（上年=100）	108.6
新疆	人均地区生产总值指数（上年=100）	109.6
北京市	地区生产总值	19500.56
天津市	地区生产总值	14370.16
河北省	地区生产总值	28301.41
山西省	地区生产总值	12602.24
内蒙古	地区生产总值	16832.38
辽宁省	地区生产总值	27077.65
吉林省	地区生产总值	12981.46
黑龙江	地区生产总值	14382.93
上海市	地区生产总值	21602.12
江苏省	地区生产总值	59161.75
浙江省	地区生产总值	37568.49
安徽省	地区生产总值	19038.87
福建省	地区生产总值	21759.64
江西省	地区生产总值	14338.5
山东省	地区生产总值	54684.33
河南省	地区生产总值	32155.86
湖北省	地区生产总值	24668.49
湖南省	地区生产总值	24501.67
广东省	地区生产总值	62163.97
广西	地区生产总值	14378
海南省	地区生产总值	3146.46
重庆市	地区生产总值	12656.69
四川省	地区生产总值	26260.77
贵州省	地区生产总值	8006.79
云南省	地区生产总值	11720.91
西藏	地区生产总值	807.67
陕西省	地区生产总值	16045.21
甘肃省	地区生产总值	6268.01
青海省	地区生产总值	2101.05
宁夏	地区生产总值	2565.06
新疆	地区生产总值	8360.24
北京市	地区生产总值指数（上年=100）	107.7
天津市	地区生产总值指数（上年=100）	112.5
河北省	地区生产总值指数（上年=100）	108.2
山西省	地区生产总值指数（上年=100）	108.9
内蒙古	地区生产总值指数（上年=100）	109
辽宁省	地区生产总值指数（上年=100）	108.7
吉林省	地区生产总值指数（上年=100）	108.3
黑龙江	地区生产总值指数（上年=100）	108
上海市	地区生产总值指数（上年=100）	107.7
江苏省	地区生产总值指数（上年=100）	109.6
浙江省	地区生产总值指数（上年=100）	108.2
安徽省	地区生产总值指数（上年=100）	110.4
福建省	地区生产总值指数（上年=100）	111
江西省	地区生产总值指数（上年=100）	110.1
山东省	地区生产总值指数（上年=100）	109.6
河南省	地区生产总值指数（上年=100）	109
湖北省	地区生产总值指数（上年=100）	110.1
湖南省	地区生产总值指数（上年=100）	110.1
广东省	地区生产总值指数（上年=100）	108.5
广西	地区生产总值指数（上年=100）	110.2
海南省	地区生产总值指数（上年=100）	109.9
重庆市	地区生产总值指数（上年=100）	112.3
四川省	地区生产总值指数（上年=100）	110
贵州省	地区生产总值指数（上年=100）	112.5
云南省	地区生产总值指数（上年=100）	112.1
西藏	地区生产总值指数（上年=100）	112.1
陕西省	地区生产总值指数（上年=100）	111
甘肃省	地区生产总值指数（上年=100）	110.8
青海省	地区生产总值指数（上年=100）	110.8
宁夏	地区生产总值指数（上年=100）	109.8
新疆	地区生产总值指数（上年=100）	111
